market_place,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiments
"""US""","""44803855""","""R3MCA5W3BZ65OU""","""B008J4RPWA""","""804503161""","""Summerset Abbey: A Bloom in Winter""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""#2, just as good as #1!!""","""I love the interaction of the 3 &#34;sisters&#34;. How they change, how their world changes and how they deal with everyday life. Absolutely EXCELLENT!! Looking forward to #3!!""",2013-09-09,positive
"""US""","""4791095""","""R2BM9GR2RQNE7X""","""B00EK5ICLA""","""251478244""","""Searching for Dave Chappelle (Kindle Single)""","""Digital_Ebook_Purchase""",0,0,1,0 	(N),0 	(N),"""I love Dave""","""Dave is honest. He makes us laugh at what divides us. I want him to come back and succeed. He is brilliant! Comedy Central huh?""",2013-09-09,negative
"""US""","""52969190""","""R2HN3QJ6MHCYV4""","""B004J4WL2I""","""906836320""","""Night Film: A Novel""","""Digital_Ebook_Purchase""",1,2,2,0 	(N),1 	(Y),"""Great Read""","""This book is a great read! The characters linger long after their story ends, and an adroit reader recognizes that it is a reflection on storytelling, our relationship with reality, and the need to be fully awake while we live our daily lives.<br /><br />It is clear that Pessl had fun writing this book.""",2013-09-09,positive
"""US""","""52249503""","""R2AH8DMKWGN3HE""","""B00DBBA1BS""","""508519479""","""Five Lessons from the Carmelite Saints That Will Change Your Life""","""Digital_Ebook_Purchase""",1,8,8,0 	(N),1 	(Y),"""Short but very much to the point.""","""This is a short book but could be a constant reminder of things to do to enhance one's spirituality. I keep on reading and re-reading it to be able to absorb its contents. Should be practiced again and again.""",2013-09-09,positive
"""US""","""50353978""","""RLBTSSYVHR6HI""","""B00B1E3MJ0""","""459530636""","""Somebody, Help! I’m Stuck!: 101 Ways to Find Success and Achieve Anything You Want in Life!""","""Digital_Ebook_Purchase""",1,0,1,0 	(N),1 	(Y),"""This Book is Amazing!""","""I have read self help books written by many of the top authors. This book is absolutely amazing! Rodney explains how to change how you think and live a better life. I gave it a quick read through and immediately knew what has been holding me back for some time. This author has heart and soul. I am so happy that I found this book.""",2013-09-09,positive
"""US""","""6462334""","""R1ULCNSA7QGR51""","""B00EHZ4B86""","""368221826""","""The Day My Parents Got Lost""","""Digital_Ebook_Purchase""",1,1,1,0 	(N),0 	(N),"""Great story""","""My son loves the story and understood why I always keeps him close by my side...would recommend to anyone with a child""",2013-09-09,positive
"""US""","""11671697""","""R2SC2XH96AXGRU""","""B008YX2GZC""","""370501713""","""January First: A Child's descent into madness and her father's struggle to save her""","""Digital_Ebook_Purchase""",1,1,3,0 	(N),1 	(Y),"""January First""","""I chose this rating because I thought this was a brilliant description of a very sad and serious issue and<br />especially the parents struggle to see their young child go through this. I thought it seemed harder for them<br />most of the time because the child was mainly in her own world and didnt realise what was going on really.<br />The parents watched their child go through so much before finally being diagnosed.""",2013-09-09,positive
"""US""","""45292583""","""R31QRZ3JAMPBB4""","""B0078T6YHY""","""267532424""","""A Lady in Defiance: A Christian Historical Western Romance Set in Colorado (Romance in the Rockies Book 1)""","""Digital_Ebook_Purchase""",0,16,26,0 	(N),1 	(Y),"""No thanks""","""This work should not be put in the category that it is put into. It is NOT CLEAN! And I wish there were better filters or standards. No thanks""",2013-09-09,negative
"""US""","""14268015""","""R3BPVCV5BYTL9F""","""B008KS7A3E""","""147405126""","""Emotional Sobriety I""","""Digital_Ebook_Purchase""",1,5,5,0 	(N),1 	(Y),"""Lots of experience""","""Puts peoples experiences in words that we can understand.<br />Excellent reading for those who are new or old in recovery.""",2013-09-09,positive
"""US""","""28320065""","""R351UU2UAQ2W3C""","""B008LOLWUY""","""766726727""","""Knights: The Hand of Tharnin (The Knights Series Book 2)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""A Bit Long""","""This work wasn't as good as the first. Loss of not just one good character but two was excessive in my opinion. The story drug on and on, some editing would have helped here.<br /><br />With that in mind I still recommend this book. The story line is strong, the characters relatable and the writing good.""",2013-09-09,positive
"""US""","""11903417""","""R3VCYOS9XDX6HU""","""B006RLZVF0""","""212350034""","""Undeniable Rogue (The Rogues Club Book 1)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""What a great fun read!!""","""Oh my goodness,I must marry that man:) oops...guess I'm married so I guess not! What a fun read, I laughed so hard and even had some tears! And since it's 4:15 a.m. and just finishing this book then you know it's a good one!!!""",2013-09-09,positive
"""US""","""43580582""","""R28DYLQHR87YD5""","""B00E86ENEQ""","""99972389""","""President Barack Obama: The Kindle Singles Interview (Kindle Single)""","""Digital_Ebook_Purchase""",1,0,2,0 	(N),1 	(Y),"""Important Read""","""This important for our nation to hear from the President. I recommend that middle school through adult read. It is always important to hear directly from the leader of this great nation.""",2013-09-09,positive
"""US""","""37288345""","""R27EG7P20WFW0J""","""B00F1HZ9U8""","""699131963""","""The Complete E-Book Bestseller Formula for Authors [2015 Edition]: A Time-Tested, Guaranteed Recipe for Kindle Best Seller Success: Increase Book Sales ... and Kindle KDP (Be a Kindle Bestseller)""","""Digital_Ebook_Purchase""",1,5,6,0 	(N),1 	(Y),"""Liked the Advice from an Author that has Been There""","""I have been staying away from the Kindle book selling advice books lately. I don't like the way that most of them are written by internet marketing \\""gurus\\"", not real authors. I'm glad I made an exception for this book. Maybe it was the cover art..lol.Pimp My Kindle Book was written by an author that has built his book publishing business from scratch. The tone is fun and supportive. It was an easy read and I found myself identifying with the author throughout the book.There is a lot of instantly actionable tasks that can make immediate improvement in book sales and book sales page traffic. Can't wait to start implementing my own action plan.""",2013-09-09,positive
"""US""","""49243890""","""R2Q8NGRSHDGVED""","""B000JMKO28""","""429547142""","""A Fistful of Charms (The Hollows, Book 4)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Another all-nighter""","""Just when I thought the author couldn't possibly come up with anymore plot twists or great characters, she does it again. I have lost more hours of sleep over this series than any other except Elizabeth Hunter's.""",2013-09-09,positive
"""US""","""13186491""","""R3QHRIVRSIJPQI""","""B001GUXJM4""","""288479263""","""Burnt Sienna""","""Digital_Ebook_Purchase""",0,0,0,0 	(N),1 	(Y),"""So so""","""This book is only so so. It wasn't a bad read, but I expected it differently. It was recommended to me as an action packed story of an ex military CIA man versus a ruthless weapons dealer. Instead, it was mostly a sappy love story with a thin layer of action as a flavorless topping.<br /><br />I may give Morrell another chance. It was written well enoughto make it tolerable, but I really hope the next book I read of his is exceptionally better.<br /><br />I recommend this book to those who want to read about flawlessly beautiful women with tepid intelligence, and hard headed ex military men who try too hard to be touchy feely on the inside. The romance was almost as bland as the mildly entertaining action.<br /><br />Read this if you have only two choices between this or Ender´s Game. That book was infinitely worse.""",2013-09-09,negative
"""US""","""17780472""","""R1OIZTGCOJEH4X""","""B008J6RN0C""","""918877619""","""Worse Than Being Alone""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Slow start""","""I wasn't too thrilled when i started, but I finished the books pretty quickly because it kept me intrigued. Sad about the way it ended though.""",2013-09-09,positive
"""US""","""48252875""","""R3A6UL5PDP3BL1""","""B00D7Z4GQY""","""400840444""","""The Husband's Secret""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Loved it""","""So many real life stories and tragedies. It was interesting to read what the characters were thinking and feeling about their life choices. Very perceptive author.""",2013-09-09,positive
"""US""","""22492284""","""RLGQIOAG29R6R""","""B00BISX7NK""","""493453899""","""Becoming a Great Godparent: Everything a Catholic Needs to Know""","""Digital_Ebook_Purchase""",0,0,0,0 	(N),0 	(N),"""Doesn't really say how to be 'great' - just the basics""","""i was hoping for a bit more than what this book had to offer. there weren't enough practical ideas in here or anything really original. I had read alot of this on the internet and a whole chapter was just already well known Catholic prayers. The gift ideas were ok but predictable. The book was not really worth the price tag. disappointing and a missed opportunity since there's not many books on being a godparent and this could have filled the gap.""",2013-09-09,negative
"""US""","""17624511""","""RLJ1PC5SRFXHT""","""B008J48RA4""","""573739483""","""The Storyteller""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Wow what a story""","""This is a very emotional story, in fact I had to put it down several times because I would find myself actually angry from reading it. I loved t.""",2013-09-09,positive
"""US""","""14554734""","""R1FDGOW2MZ66QZ""","""B007R731MS""","""141854451""","""Firefly Beach""","""Digital_Ebook_Purchase""",0,0,0,0 	(N),1 	(Y),"""Walking a Mile in Someone Else's Shoes""","""My father used to tell me that it was necessary &#34;to walk a mile in someone else's shoes in order to understand them.&#34; The story line of this book does a good job of delving into the circumstances that shape the lives and actions of the people depicted in the story. It is very interesting.The supernatural intuition of the main character is well thought out, especially as it relates to her own life as she remembers the problems of growing up. The book is not quite what I expected, but thought provoking nonetheless. There were turns in the story where I knew where it was going, but also some unexpected detours that were charming.""",2013-09-09,negative
"""US""","""43615414""","""R34VH1AP8P16XN""","""B00BCFYN50""","""1420226""","""The Highway: A Novel (Cody Hoyt Book 2)""","""Digital_Ebook_Purchase""",0,3,5,0 	(N),1 	(Y),"""Well written book, but not my kind of story.""","""The Cody Hoyt character was killed off in the opening scenes of the book. ( I haven't finished the book yet. This is not the typical CJB venue and so I have been slow in finishing the book.)<br />This is a little too gruesome for my tastes. I guess I am too old for this sort of story.""",2013-09-09,negative
"""US""","""17177220""","""R1XVVCTX88SOZ5""","""B009T9EN7E""","""631346266""","""His Primary Desire (New Adult Billionaire BBW Romance)""","""Digital_Ebook_Purchase""",0,3,3,0 	(N),1 	(Y),"""Good start""","""For being an introduction to the series it's pretty good. It's entertaining and to the point.<br /><br />There is a part two, but there is no detail as to when it will be released other than a 'coming soon'. The problem with 'coming soon' is that I will forget about the series or won't bother looking for the next part if there is no firm release date. Also coming soon seems non committal.<br /><br />Hopefully 'soon' actually means soon - not a few months from now, which is not 'soon'.""",2013-09-09,negative
"""US""","""39885508""","""RXWFKWR5LZ099""","""B00DS98DCM""","""658055639""","""The Billionaire’s Apprentice: The Rise of the Indian-American Elite and the Fall of the Galleon Hedge Fund""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Gupta and Galleon - not made for each other!""","""Highly readable, an insight into the working of the criminal justice system of a highly evolved country, the United States of America - will there be a sequel to the fortunes of the Indian diaspora from Anita Raghavan?""",2013-09-09,positive
"""US""","""23849270""","""R1QNAQKLI1V501""","""B0055NBR9K""","""921587888""","""To the Limit: An Air Cav Huey Pilot in Vietnam""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""A great read.""","""Very intense read, like you were there in the aircraft. To all who served in Vietnam, thank you! God bless.""",2013-09-09,positive
"""US""","""22456557""","""RX4IG9SHHU1SE""","""B001NLL89M""","""153259318""","""Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Dating""","""Will absolutely never be the same for me. All mothers should buy this book for their daughters. And girls should absolutely keep the cookie jar shut tight for as long as possible.""",2013-09-09,positive
"""US""","""53096368""","""R9P9ZYKO7BUHP""","""B005O0VEHO""","""786945942""","""Healing with Form, Energy, and Light: The Five Elements in Tibetan Shamanism, Tantra, and Dzogchen""","""Digital_Ebook_Purchase""",0,0,2,0 	(N),1 	(Y),"""Wonderful content; ""not indexed"" so you can't search it, and you can't go to a given page""","""I have paperback of this and went into the kindle ed. to search it. I get &#34;Title not yet indexed.&#34; &#34;GoTo&#34; only lets you go to a location, not page number. It would be nice for the kindle edition to have one or both of these.""",2013-09-09,negative
"""US""","""15714754""","""R2JIJS7UGK7JOX""","""B00AZGJ41A""","""524265151""","""Kidnapped by the Greek Billionaire (Entangled Indulgence)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Worthwhile read""","""Short read, lovely, romantic with lots of secrets and drama and a satisfying ending. Highly recommended for those who love romance.""",2013-09-09,positive
"""US""","""34092809""","""R3T3D7DLWTZSBF""","""B00CXRSLXG""","""652039949""","""Blood Politics (Blood Destiny Book 4)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""LOVED THIS BOOK""","""I bought they first book in this series on Thursday and and the second one on Friday the third on Saturday and this one on Sunday I t is now 1:46 am Monday morning and I tell you this I love this series and the main character. I will definitely be watching for the next book in the series I pray and hope it's soon . I will also pray Mack and Corigan work it out I cried for her at the end of this book.""",2013-09-09,positive
"""US""","""37746905""","""R1WMW1GUV4ACBW""","""B009NY4B2C""","""174530278""","""Night Vision (An Indigo Court Novel Book 4)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Another great book""","""This is a great series and I recommend it for everyone if you like fantasy. Great character development as always""",2013-09-09,positive
"""US""","""11225118""","""RIXFDIVHH92SG""","""B004KAA6V4""","""598433401""","""Seeds of the Whirlwind (The Livingstone Library Book 4)""","""Digital_Ebook_Purchase""",1,1,1,0 	(N),0 	(N),"""creative and intelligent""","""I love how the author combined learning with adventure and fun. The glossary makes this book series a great addition to any homeschool curriculum. I will definitely use these books for my youngsters academics as they get a little older!""",2013-09-09,positive
"""US""","""49270147""","""R2URGSVVKNIMBA""","""B0094705HI""","""321607189""","""Paul's Letter to the Romans: Bible Trivia Quiz & Study Guide (BibleEye Bible Trivia Quizzes & Study Guides Book 6)""","""Digital_Ebook_Purchase""",1,3,3,0 	(N),1 	(Y),"""Great study tool.""","""This is a great way to learn the Bible. You read a chapter and then answer the questions, great study tool.""",2013-09-09,positive
"""US""","""10447351""","""RD8C8HMJCTVIZ""","""B00819ESI2""","""841033789""","""Free iPad Apps - Top Rated""","""Digital_Ebook_Purchase""",0,2,4,0 	(N),0 	(N),"""Free ipad apps""","""We didn't purchase this item however we did review it.<br />From what we gathered from this your better off going to the App Store<br />And looking under the free apps they have to offer.""",2013-09-09,negative
"""US""","""25151856""","""R2GEEE53RWXM67""","""B00F225YK2""","""953280558""","""Very Bad Things ( Briarwood Academy Book 1)""","""Digital_Ebook_Purchase""",1,1,1,0 	(N),0 	(N),"""Very Bad Things (Briarcrest Academy #1) by Ilsa Madden-Mills""","""Very Bad Things (Briarcrest Academy #1) by Ilsa Madden-Mills<br />Publication Date: September 10, 2013<br />Reviewed by: Reading In Pajamas/ Cori<br />Rated: 5 Stars<br /><br />REVIEW:<br />I loved this book! It drew me in from the first chapter and I couldn't put it down until I turned the last page, other than to send teasers to my Facebook page. I loved the characters. Their story was an emotional roller coaster ride for me. Everyone sees Nora as the perfect, innocent, rich girl, but she has scars and things she hides from the world. When Leo meets Nora they have an instant connection. Their story makes the reader believe in soul mates and destiny. A beautiful love story with hot and steamy romance. Loved it and can not wait to find out who will star in the next Briarcrest Academy book.<br /><br />*Review copy provided by the author in exchange for an honest review.<br /><br />[...]<br />[...]<br />[...]<br />[...]<br />Twitter: @readingpajamas""",2013-09-09,positive
"""US""","""6786503""","""R323XTLCRHSVNV""","""B00814M37U""","""911257548""","""The Theory of Attraction (The Science of Temptation Book 1)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""A sit-up-and-take-notice approach to the genre""","""*Previously posted on Goodreads*<br /><br />Refreshing approach to a romance, and smart, witty, and humourous to boot.<br /><br />I can totally identify with H's frustration with people in general, and at the same time, I totally live the h's whole being-with-the-nerd thing!<br /><br />Kudos to Ms. Dryden. Enjoyed this one immensely!""",2013-09-09,positive
"""US""","""25019957""","""R2GCYZ2FE0V4L0""","""B00AYLMLM0""","""559812034""","""The Stuck with a Series Boxed Set #1 (The Stuck with a Series Boxed Sets)""","""Digital_Ebook_Purchase""",0,1,2,0 	(N),1 	(Y),"""Pretty Much a Hot Mess""","""The prequel shows promise and led me into the first book which started off well. At least until the chapter when the body is discovered. Then the author seemed to loose focus. Sam's character suddenly reveled she has mob connections and we are introduced to a group of people called the Mom Squad. They somehow play a role in solving the mystery You are also introduced to Nick's crazy aunt which sets up the second book.<br /><br />In the second book the crazy aunt has a voodoo curse go wrong and everybody including the Sherriff is running around trying to undo the curse with more magic. Which by the way the author insists on misspelling. Some part of the story are humorous but it would have benefited from a good editor. Sam's character expresses interest in learning magic (my spelling not theirs) in this book.<br /><br />Now we hit the third book in which we again find Sam's Mom squad and now we find out that Sam is related to Santa Claus and the Grams character is dating father time. We also see the return of Magic in the form of the queen of the witches. So if Sam wanted to learn more about magic why didn't she just go to this witch she already knows?<br /><br />The authors seem to be addicted the unbelievable plot twist school of writing. They also like to change voices pretty much every chapter from Nick to Sam unless they don't. Kind of like the book I couldn't really find a pattern. They started out with a good premise and then seemed to say &#34;Oh well lets write this half stoned&#34;.<br /><br />Truthfully I would have given it two stars but, knowing what is involved in writing a book and given the fact it did hold my attention if only to find out what whacked out thing they would introduce next I gave it three.<br /><br />If you are looking for a good mystery this isn't it. If you are looking for a book that will keep you guessing if only as to what or who they will introduce next this would be a good choice. I just wished that after they introduce these new characters they would do a better job of developing them.oduce these new characters they would do a better job of developing them.""",2013-09-09,negative
"""US""","""45349573""","""R2WZYCLA0G68KY""","""B00AR5RYP2""","""639666114""","""Asshole: How I Got Rich & Happy By Not Giving a Damn About Anyone & How You Can, Too""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),0 	(N),"""Cover to cover""","""I read this book in an entire sitting! It truly does live up to its name and Martin Kihn did a great job in ensuring that.""",2013-09-09,positive
"""US""","""30306974""","""RQA3ZVXTNQLCY""","""B00CD3Y1NE""","""535331495""","""The 7 Best Beginning Tropical Fish Species For Starting A New Aquarium""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Good guide book""","""This book is just what it says it is. If you are putting together a new aquarium, he takes you through the process of selecting your first round of fish. Talks about which ones can handle the process of the tank becoming a balanced eco system. This isn't a simple process and some fish can't handle it. He also discusses different fish and which ones work best in different sized tanks. I recommend this for anyone starting out with a new aquarium.""",2013-09-09,positive
"""US""","""21804674""","""RB0KM59GHX4F4""","""B0046A9V7I""","""385388092""","""SECRETS FROM THE DUST""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""good book""","""Enjoyed the book and a little covered aspect of Austrailian history. Just felt the end was too abrupt and left the heroine hanging in limbo. Or was that meant to be?""",2013-09-09,positive
"""US""","""18962979""","""R40YZE48O0629""","""B0050DZDRW""","""32345408""","""The St. Paul Conspiracy: A compelling crime thriller (Mac McRyan Mystery Series Book)""","""Digital_Ebook_Purchase""",1,1,1,0 	(N),1 	(Y),"""Easy reading""","""this was the first one I read of this series, it's a great little mystery/action novel. I am just getting into the series and have read through them very quickly,""",2013-09-09,positive
"""US""","""14084213""","""R3NQAASE2HKVSQ""","""B00873GVSC""","""195606359""","""Movement System Impairment Syndromes of the Extremities, Cervical and Thoracic Spines - E-Book""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Must have for clinicians""","""Should be part of every therapist's personal library. Very informative, I wish I would have purchased when it was first published.""",2013-09-09,positive
"""US""","""12997093""","""RQGJTZDX3HPPS""","""B004PVSOXA""","""489217843""","""Venture Capital 101""","""Digital_Ebook_Purchase""",1,1,1,0 	(N),1 	(Y),"""Good intro to Venture Capital""","""Having consulted for Private Equity, I had a fair understanding of the Venture Cap market. Still Bill Snow was able to add insight and understanding through this easy to ready introduction to VC. It's not as detailed as similar books, but it's fictional examples helps the read better understand concepts that might otherwise be hard to grasp.""",2013-09-09,positive
"""US""","""23961570""","""R35IOFXKEL3GVN""","""B007MB5XLQ""","""270631317""","""Serpent's Kiss: A Witches of East End Novel (Witches of the East Book 2)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Loved it""","""Absolutely loved this book can't wait to read the third=) probably the best series I've read from this author so far=)""",2013-09-09,positive
"""US""","""39575324""","""R27RDYF18IMW0I""","""B007PJMH82""","""499982493""","""From Rogue to Vogue: Why Did Libya Give Up Its Weapons of Mass Destruction?""","""Digital_Ebook_Purchase""",0,0,0,0 	(N),1 	(Y),"""Not the right book!""","""Although the Cover says its \\""From Rogue to Vogue: Why Did Libya Give Up Its Weapons of Mass Destruction?\\"" the text is about Marine weapons training. I am seeking a refund!""",2013-09-09,negative
"""US""","""22456557""","""R3H0C5JRYJ4RDS""","""B0053YT19O""","""370153288""","""A Midsummer Night's Dream In Plain and Simple English (A Modern Translation and the Original Version)(Translated) (Classics Retold Book 3)""","""Digital_Ebook_Purchase""",1,0,1,0 	(N),1 	(Y),"""A Midsummer Night's Dream""","""Every teacher of Literature should use this book. It completely demystifies Shakespeare. The students love it! And it makes the play even more funny. Students can get success on their assignments. It is a must.""",2013-09-09,positive
"""US""","""6047092""","""RYLNHZJHO0VEH""","""B00AF9B2QC""","""236606782""","""Making Over Maggie (Women of Surprise Book 3)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""good reading""","""It held my interest and difficult to put it down until it was finished . Looking forward to more like it.""",2013-09-09,positive
"""US""","""4778582""","""RD2PF7BDKP41T""","""B00DW47I8I""","""664499571""","""Junk (The Bristol Collection Book 1)""","""Digital_Ebook_Purchase""",1,1,1,0 	(N),1 	(Y),"""5 stars for this story""","""what can I say....another great story from Ms Myles.<br /><br />Working with hoarders is one my interest area and found working with these individuals truly rewarding. …so I have been waiting to read this book for some time and ordered it in advance….what a treat it was to find it in my kindle last weekend….*grin*<br />I also believe that there is a bit of hoarder in most of us (you should see my sewing room!) so reading the journey of Jasper and Lewis was certainly captivating for me.<br />Jasper’s story brought tears to my eyes at times and certainly filled me with empathy. Lewis’ ethical dilemma about his counter-transference experience was also very interesting and how he dealt with his struggle and guilt. But I also felt it was more than average counter-transference expereince as Lewis had a powerful crush on Lewis from his high school days. I really liked the way Josephine tactfully created Lewis’ profession so noone would be too caught up that a therapist was emotionally & sexually involved with a patient….well… Lewis was still Jasper’s therapist albeit an unregistered one but at least they took 6 month away from each other and then Lewis decided to study further (which would help him to understand more about the dynamics in a therapeutic relationship)…so I felt better as a professional…<br />I also liked the way Josephine added a little sexual intimacy without overwhelming Jasper and Lewis’ emotional journey…<br /><br />Lewis’s parents were simple adorable!!! They reminded of the previous owner of my home so I kept laughing whenever I visualised them walking around naked doing chores…bending around to pick up things…putting the baking tray into the oven…sitting around…hahahhaaaaa<br /><br />There were no perfect bodies with stunning features in this book , how refreshing is that! Jasper and Lewis were just everyday individuals dealing with life and desperately trying to resolve their personal issues.<br /><br />I think, Josephine wrote this story with a wonderful level of sensitiveness and empathy. Here is another writer pointing out that love is not just for the successful, and the beautiful but is for everyone no matter what….I love this concept in a book….whether one is living with an illness, or a disability, or in poverty with emotional, physical scars, there is still another out there who will think the world of that “one”…sephine wrote this story with a wonderful level of sensitiveness and empathy. Here is another writer pointing out that love is not just for the successful, and the beautiful but is for everyone no matter what….I love this concept in a book….whether one is living with an illness, or a disability, or in poverty with emotional, physical scars, there is still another out there who will think the world of that “one”…""",2013-09-09,positive
"""US""","""30727595""","""R226K56YWSF6VH""","""B00D5XZELE""","""133978081""","""Dale Color A Tu Vida (Spanish Edition)""","""Digital_Ebook_Purchase""",1,1,1,0 	(N),1 	(Y),"""Excelente libro""","""Este libro de una forma fresca y agradable plantea como Dios puede cambiar tus circunstancias, cambia el color de tu vida, pintala de los colores mas hermosos""",2013-09-09,positive
"""US""","""27460918""","""RFX5Y4ZHPG81I""","""B008BM4LZY""","""531459938""","""Lover At Last (Black Dagger Brotherhood, Book 11)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Love Knows No Gender""","""Absolutely loved Quinn and Blay's story! A great addition to the BDB series! It was the first m/m romance I've read but it works because you have cared about these characters for so long you want to see it work out for them. Love knows no gender.""",2013-09-09,positive
"""US""","""42949996""","""R3ASS0L4DQW820""","""B00779MUPK""","""522054924""","""Time Untime (Dark-Hunter Novels Book 16)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),1 	(Y),"""Well done""","""I love the characters that in the books. I always love the special drop by from Ash and even Nick now.""",2013-09-09,positive
"""US""","""14620360""","""R1RE63E1U3XZ1T""","""B004C05694""","""234480465""","""Velvet Ball and The Broken Fairy (Velvet and Roseberry Book 1)""","""Digital_Ebook_Purchase""",0,1,8,0 	(N),1 	(Y),"""Not my cup of tea""","""Hi, I was unable to complete this book. Didn't work for me. I am very interested in learning more about what people deal with but this isn't the way I can learn about this illness.""",2013-09-09,negative
"""US""","""12408421""","""RQDS718CE7IDY""","""B00CR4IKFY""","""458216392""","""Dead Last""","""Digital_Ebook_Purchase""",1,3,4,0 	(N),0 	(N),"""Best book i've read in a while!""","""This is one of the best book I have read for some time. The amazing story pulls you in deeper and really connects you emotionally with the characters. You begin to feel what they are going through and that only makes the book better! I love good fictional Sci-fi novels and this one ranks high up on my list.<br /><br />I would highly recommend this book to anyone who wants a good scare and good story!""",2013-09-09,positive
"""US""","""19282459""","""R25FM7PDA2T9MO""","""B006LSZECO""","""93816562""","""Gone Girl: A Novel""","""Digital_Ebook_Purchase""",1,0,2,0 	(N),1 	(Y),"""book""","""I did not get this item. I ended up ordering it through my ipad. So i can't rate this seller.""",2013-09-09,positive
"""US""","""43234730""","""R1PUJWRQJCZ89G""","""B00DNMRWDK""","""582691972""","""Ravenous (novella) (Novella)""","""Digital_Ebook_Purchase""",1,0,0,0 	(N),0 	(N),"""A novella to read!""","""I dub Eden Summers the Queen of novellas. It's not easy to fit so much story, background, personality, passion and love in so few pages. Not only does Ms. Summers accomplish this, but she does so in spectacular fashion.<br /><br />Erin McDonald is getting through each day by putting on a happy face and acting as if she is suffering from a broken heart. For the love of god, 8 years has gone by. Is it going to stop hurting when she thinks of Jesse and how he left her behind? Probably not, especially now that he's back in town for a visit. Her body and heart seems to have forgotten that he's bad news and leads to nothing, but pain.<br /><br />Jesse Hackett has never regretted his decision to leave behind the country life for a successful career in the city. But, he's always been haunted by the loss of the love of his life. He's back in town for his mom's birthday and he wants nothing more than to rekindle the old flame. How to do that without breaking both of their hearts even more is the big question. He is only visiting and will be going back to his life in the city and he knows Erin would never follow him.<br /><br />This book is not short on heat and passion, that's for sure. The witty banter between Erin and her sister made me laugh out loud in more than one spot. Eden really is very good at sarcastic humor, which just happens to be my first language. The love between Jesse and Erin was bittersweet, yet fun to read. I highly recommend this book and any other Eden Summers story. You won't be sorry!<br /><br />Thank you so much NetGalley.com for the loan of this book in exchange for my honest review.<br /><br />You can find this review and others at [...] and [...]""",2013-09-09,positive
"""US""","""16119919""","""R22E9CCA6CT6H7""","""B00CQYVAV6""","""980993626""","""Ballet Auditions (An Aspiring Ballerina's Guide To... Book 2)""","""Digital_Ebook_Purchase""",1,1,1,0 	(N),1 	(Y),"""Excellent knowledge for the dad of an aspiring ballerina...""","""I bought the other books in the \\""Aspiring Ballerina's Guide\\"" series, and although my daughter won't be auditioning anytime in the near future, I figured I'd buy this one too, seeing as it's so cheap and she enjoyed the others so much. Obviously, I can't attest as to exactly how effective the advice in the book is, but I've skimmed it and the information seems thorough and pertinent. Seems like it would be relevant for all dancers, not just ballet.""",2013-09-09,positive
"""US""","""7896700""","""R8MVOCO8OOJIX""","""B00CD79U0E""","""37519086""","""The Paleo Diet For Beginners Slow Cooker Recipe Book: Gluten Free, Everyday Essential Slow Cooker Paleo Recipes For Beginners or How To Get Started With A Paleolithic Diet""","""Digital_Ebook_Purchase""",1,1,1,0 	(N),1 	(Y),"""It is what I was looking for.""","""Exactly what I was looking for as I try to eat as little carbs as I can due to my diabetes.""",2013-09-09,positive
